chamado_id,cliente_id,canal,assunto,severidade,status,abertoEm,resolvidoEm,tempoResolucaoHoras,satisfacao,transacaoDisputadaId
CH0002960,CLI1174,Agência,Dúvida sobre fatura,Alta,Cancelado,2025-12-09T07:11:51,,,,
CH0002961,CLI1185,Telefone,Problema no aplicativo,Baixa,Resolvido,2026-02-03T09:35:06,2026-02-06T07:35:06,70,5,
CH0002962,CLI0822,Telefone,Solicitação de cancelamento,Média,Em Andamento,2025-11-05T16:29:35,,,,
CH0002963,CLI1217,Chat,Reclamação de atendimento,Média,Resolvido,2025-11-10T13:23:23,2025-11-11T13:23:23,24,1,
CH0002964,CLI0211,App,Solicitação de cancelamento,Baixa,Resolvido,2026-03-01T23:07:24,2026-03-03T02:07:24,27,2,
CH0002965,CLI0377,App,Reclamação de atendimento,Baixa,Resolvido,2025-12-05T08:39:54,2025-12-05T12:39:54,4,5,
CH0002966,CLI0542,Telefone,Dúvida sobre fatura,Média,Resolvido,2025-12-19T12:00:12,2025-12-23T00:00:12,84,2,
CH0002967,CLI0432,Agência,Solicitação de cancelamento,Média,Aberto,2025-12-19T04:34:45,,,,
CH0002968,CLI1083,App,Solicitação de cancelamento,Baixa,Resolvido,2025-10-26T02:59:16,2025-10-29T04:59:16,74,2,
CH0002969,CLI1076,App,Contestação de transação,Baixa,Resolvido,2026-02-25T15:49:26,2026-03-01T08:49:26,89,4,TX0005339
CH0002970,CLI0156,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-17T20:21:17,2026-02-21T15:21:17,91,1,
CH0002971,CLI0399,Chat,Dúvida sobre fatura,Média,Aberto,2026-02-24T23:04:21,,,,
CH0002972,CLI0139,App,Dúvida sobre fatura,Média,Resolvido,2025-11-29T02:14:50,2025-12-01T08:14:50,54,2,
CH0002973,CLI1204,E-mail,Dúvida sobre fatura,Baixa,Aberto,2026-01-25T16:53:54,,,,
CH0002974,CLI0238,Agência,Alteração cadastral,Média,Resolvido,2025-09-07T00:32:51,2025-09-10T04:32:51,76,2,
CH0002975,CLI1026,Chat,Dúvida sobre produto,Baixa,Em Andamento,2025-09-10T15:38:37,,,,
CH0002976,CLI0192,App,Solicitação de cancelamento,Baixa,Resolvido,2026-01-25T20:18:20,2026-01-26T22:18:20,26,5,
CH0002977,CLI1205,E-mail,Dúvida sobre produto,Média,Em Andamento,2025-12-15T00:11:43,,,,
CH0002978,CLI0155,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2025-11-23T02:15:13,2025-11-24T02:15:13,24,3,
CH0002979,CLI0604,Chat,Problema no aplicativo,Alta,Resolvido,2025-12-09T01:23:59,2025-12-10T03:23:59,26,5,
CH0002980,CLI0252,Chat,Dúvida sobre produto,Baixa,Cancelado,2026-02-17T04:38:43,,,,
CH0002981,CLI0572,Agência,Problema no aplicativo,Baixa,Resolvido,2025-09-14T21:48:24,2025-09-17T23:48:24,74,1,
CH0002982,CLI1064,Chat,Reclamação de atendimento,Alta,Resolvido,2025-11-22T03:45:01,2025-11-23T06:45:01,27,5,
CH0002983,CLI0640,App,Problema no aplicativo,Média,Resolvido,2026-02-06T22:13:30,2026-02-07T10:13:30,12,5,
CH0002984,CLI0152,E-mail,Dúvida sobre produto,Média,Em Andamento,2026-01-10T05:16:41,,,,
CH0002985,CLI1103,App,Elogio ao atendimento,Baixa,Resolvido,2025-09-02T05:19:18,2025-09-03T06:19:18,25,3,
CH0002986,CLI1141,Telefone,Dúvida sobre fatura,Média,Cancelado,2025-11-14T05:20:09,,,,
CH0002987,CLI0704,Telefone,Dúvida sobre produto,Baixa,Em Andamento,2025-09-10T07:59:28,,,,
CH0002988,CLI0257,App,Elogio ao atendimento,Média,Em Andamento,2025-12-27T07:01:56,,,,
CH0002989,CLI0722,App,Reclamação de atendimento,Baixa,Resolvido,2026-01-21T15:43:55,2026-01-21T23:43:55,8,5,
CH0002990,CLI1136,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-12-10T08:22:04,2025-12-11T05:22:04,21,4,
CH0002991,CLI0064,App,Dúvida sobre fatura,Alta,Cancelado,2025-12-12T05:29:34,,,,
CH0002992,CLI0521,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-02T05:31:58,2025-11-04T01:31:58,44,5,
CH0002993,CLI1148,Agência,Reclamação de atendimento,Baixa,Resolvido,2025-09-23T01:27:52,2025-09-25T02:27:52,49,1,
CH0002994,CLI0681,E-mail,Alteração cadastral,Baixa,Resolvido,2025-12-19T22:09:07,2025-12-21T07:09:07,33,5,
CH0002995,CLI0193,Telefone,Dúvida sobre produto,Baixa,Aberto,2026-02-19T01:00:25,,,,
CH0002996,CLI1000,App,Reclamação de atendimento,Média,Aberto,2025-09-16T14:41:51,,,,
CH0002997,CLI0936,Chat,Alteração cadastral,Baixa,Resolvido,2025-09-18T13:17:04,2025-09-20T01:17:04,36,4,
CH0002998,CLI1215,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-12-14T21:43:58,2025-12-15T22:43:58,25,5,
CH0002999,CLI1238,Telefone,Alteração cadastral,Média,Resolvido,2025-09-02T21:06:29,2025-09-04T09:06:29,36,5,
CH0003000,CLI0559,Telefone,Problema no aplicativo,Baixa,Resolvido,2026-01-26T18:43:27,2026-01-28T22:43:27,52,5,
CH0003001,CLI0591,Agência,Problema no aplicativo,Baixa,Resolvido,2025-09-14T11:44:43,2025-09-15T20:44:43,33,4,
CH0003002,CLI0755,Chat,Solicitação de cancelamento,Baixa,Resolvido,2026-03-01T02:50:37,2026-03-01T15:50:37,13,5,
CH0003003,CLI0432,Agência,Reclamação de atendimento,Média,Resolvido,2025-11-05T14:47:46,2025-11-07T03:47:46,37,5,
CH0003004,CLI0559,Telefone,Reclamação de atendimento,Baixa,Cancelado,2026-02-07T19:46:32,,,,
CH0003005,CLI0550,Chat,Contestação de transação,Baixa,Resolvido,2026-01-30T09:44:34,2026-02-01T07:44:34,46,4,TX0008659
CH0003006,CLI0830,Chat,Contestação de transação,Baixa,Resolvido,2025-12-10T18:36:04,2025-12-12T01:36:04,31,3,TX0006583
CH0003007,CLI0816,Telefone,Contestação de transação,Média,Em Andamento,2025-11-20T23:19:48,,,,TX0009096
CH0003008,CLI0703,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-10-27T17:11:00,2025-10-28T11:11:00,18,5,
CH0003009,CLI1181,App,Alteração cadastral,Baixa,Aberto,2026-02-10T15:30:26,,,,
CH0003010,CLI0138,Telefone,Dúvida sobre fatura,Média,Cancelado,2025-10-07T20:18:22,,,,
CH0003011,CLI0070,Telefone,Alteração cadastral,Alta,Resolvido,2025-11-05T08:51:01,2025-11-06T08:51:01,24,4,
CH0003012,CLI0402,Chat,Alteração cadastral,Alta,Resolvido,2026-02-10T14:07:16,2026-02-13T02:07:16,60,1,
CH0003013,CLI0430,E-mail,Problema no aplicativo,Baixa,Resolvido,2026-01-03T12:01:00,2026-01-06T01:01:00,61,3,
CH0003014,CLI0041,App,Problema no aplicativo,Alta,Aberto,2026-01-06T17:50:56,,,,
CH0003015,CLI1200,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-09-12T16:23:58,2025-09-15T05:23:58,61,1,
CH0003016,CLI0844,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-29T18:01:53,2025-12-03T11:01:53,89,2,
CH0003017,CLI0459,Telefone,Problema no aplicativo,Baixa,Aberto,2026-01-02T16:29:53,,,,
CH0003018,CLI1054,App,Contestação de transação,Baixa,Cancelado,2025-11-05T12:55:15,,,,TX0006374
CH0003019,CLI0889,App,Dúvida sobre produto,Média,Aberto,2025-11-09T23:02:48,,,,
CH0003020,CLI0563,Chat,Dúvida sobre produto,Média,Aberto,2026-01-03T14:08:21,,,,
CH0003021,CLI0200,App,Solicitação de cancelamento,Baixa,Resolvido,2025-11-03T19:11:06,2025-11-04T10:11:06,15,1,
CH0003022,CLI0938,Telefone,Contestação de transação,Baixa,Resolvido,2025-11-25T04:30:41,2025-11-28T07:30:41,75,3,TX0022813
CH0003023,CLI0744,Chat,Alteração cadastral,Média,Resolvido,2026-01-18T05:22:09,2026-01-18T12:22:09,7,1,
CH0003024,CLI0504,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-22T01:12:12,2026-02-23T08:12:12,31,5,
CH0003025,CLI0079,Chat,Reclamação de atendimento,Baixa,Cancelado,2025-11-08T18:47:17,,,,
CH0003026,CLI0004,App,Dúvida sobre produto,Baixa,Resolvido,2026-02-17T19:48:32,2026-02-20T09:48:32,62,2,
CH0003027,CLI0921,Telefone,Problema no aplicativo,Baixa,Em Andamento,2026-02-17T14:35:05,,,,
CH0003028,CLI0276,Chat,Elogio ao atendimento,Baixa,Aberto,2026-02-01T01:18:16,,,,
CH0003029,CLI1148,App,Dúvida sobre fatura,Baixa,Resolvido,2025-12-08T10:40:40,2025-12-10T22:40:40,60,1,
CH0003030,CLI0114,Chat,Dúvida sobre fatura,Alta,Aberto,2026-01-20T00:03:54,,,,
CH0003031,CLI0035,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-10-03T11:49:24,2025-10-04T15:49:24,28,5,
CH0003032,CLI1045,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-11-15T03:39:06,2025-11-15T11:39:06,8,1,
CH0003033,CLI1221,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-01-01T02:35:38,2026-01-05T00:35:38,94,5,
CH0003034,CLI0642,Chat,Dúvida sobre produto,Baixa,Resolvido,2025-12-26T06:35:54,2025-12-29T23:35:54,89,2,
CH0003035,CLI1224,Chat,Dúvida sobre produto,Baixa,Em Andamento,2025-09-11T03:30:42,,,,
CH0003036,CLI1173,App,Dúvida sobre produto,Baixa,Resolvido,2025-10-28T13:06:42,2025-10-31T21:06:42,80,2,
CH0003037,CLI0859,Chat,Solicitação de cancelamento,Média,Resolvido,2026-01-29T16:20:55,2026-01-30T14:20:55,22,4,
CH0003038,CLI1279,Chat,Contestação de transação,Baixa,Resolvido,2025-09-12T10:16:36,2025-09-14T07:16:36,45,2,TX0017360
CH0003039,CLI0801,App,Problema no aplicativo,Média,Resolvido,2025-11-30T08:11:33,2025-12-02T07:11:33,47,1,
CH0003040,CLI0130,Telefone,Elogio ao atendimento,Baixa,Resolvido,2025-09-04T17:56:10,2025-09-06T00:56:10,31,4,
CH0003041,CLI0651,Telefone,Contestação de transação,Alta,Resolvido,2025-10-26T04:02:59,2025-10-29T13:02:59,81,2,TX0010098
CH0003042,CLI0232,Agência,Dúvida sobre produto,Média,Cancelado,2025-11-10T08:50:43,,,,
CH0003043,CLI0434,App,Elogio ao atendimento,Baixa,Resolvido,2026-02-07T10:32:48,2026-02-08T15:32:48,29,1,
CH0003044,CLI0212,Chat,Problema no aplicativo,Média,Resolvido,2026-01-25T07:13:24,2026-01-28T22:13:24,87,3,
CH0003045,CLI0716,Chat,Dúvida sobre produto,Baixa,Em Andamento,2025-11-04T09:40:44,,,,
CH0003046,CLI1047,Telefone,Dúvida sobre fatura,Média,Resolvido,2026-01-25T13:25:28,2026-01-26T20:25:28,31,3,
CH0003047,CLI0886,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-12-27T19:03:12,2025-12-30T08:03:12,61,3,
CH0003048,CLI0916,Agência,Elogio ao atendimento,Baixa,Resolvido,2025-10-30T08:04:52,2025-11-01T14:04:52,54,2,
CH0003049,CLI0459,Agência,Elogio ao atendimento,Alta,Resolvido,2025-10-10T13:14:44,2025-10-12T01:14:44,36,1,
CH0003050,CLI0158,App,Problema no aplicativo,Baixa,Resolvido,2025-10-31T12:05:38,2025-11-01T20:05:38,32,1,
CH0003051,CLI0672,E-mail,Contestação de transação,Baixa,Resolvido,2025-10-03T15:16:15,2025-10-06T21:16:15,78,1,TX0012183
CH0003052,CLI0834,Telefone,Contestação de transação,Baixa,Resolvido,2025-09-16T07:07:21,2025-09-16T11:07:21,4,5,TX0023043
CH0003053,CLI0779,Chat,Dúvida sobre produto,Média,Resolvido,2026-01-07T08:38:37,2026-01-11T07:38:37,95,3,
CH0003054,CLI0295,App,Contestação de transação,Média,Resolvido,2026-01-29T22:51:40,2026-02-01T06:51:40,56,4,TX0017039
CH0003055,CLI0016,Telefone,Alteração cadastral,Baixa,Aberto,2025-11-16T07:50:28,,,,
CH0003056,CLI0755,App,Alteração cadastral,Baixa,Cancelado,2025-10-03T01:51:40,,,,
CH0003057,CLI0008,Chat,Problema no aplicativo,Baixa,Resolvido,2026-01-10T14:22:37,2026-01-12T18:22:37,52,2,
CH0003058,CLI1201,Telefone,Problema no aplicativo,Média,Resolvido,2025-09-23T15:34:16,2025-09-25T16:34:16,49,3,
CH0003059,CLI0905,E-mail,Elogio ao atendimento,Baixa,Resolvido,2025-09-25T18:00:07,2025-09-28T02:00:07,56,2,
CH0003060,CLI0525,E-mail,Problema no aplicativo,Média,Em Andamento,2026-01-29T13:42:26,,,,
CH0003061,CLI0304,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-12-06T10:13:03,2025-12-07T05:13:03,19,1,
CH0003062,CLI0861,App,Problema no aplicativo,Média,Aberto,2025-11-04T05:41:10,,,,
CH0003063,CLI0321,Agência,Alteração cadastral,Alta,Aberto,2025-10-05T21:41:07,,,,
CH0003064,CLI0332,Agência,Problema no aplicativo,Alta,Resolvido,2025-11-09T14:26:05,2025-11-12T00:26:05,58,5,
CH0003065,CLI0385,Telefone,Dúvida sobre produto,Baixa,Em Andamento,2025-10-08T08:56:29,,,,
CH0003066,CLI0711,App,Problema no aplicativo,Baixa,Resolvido,2026-02-17T14:50:54,2026-02-20T03:50:54,61,5,
CH0003067,CLI0502,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2025-11-08T21:28:39,2025-11-11T03:28:39,54,2,
CH0003068,CLI0950,E-mail,Reclamação de atendimento,Média,Resolvido,2025-09-04T19:06:19,2025-09-06T15:06:19,44,3,
CH0003069,CLI0163,E-mail,Dúvida sobre produto,Baixa,Resolvido,2026-02-03T15:56:50,2026-02-06T01:56:50,58,3,
CH0003070,CLI0998,App,Contestação de transação,Baixa,Em Andamento,2025-11-06T05:59:16,,,,TX0015725
CH0003071,CLI0023,Agência,Elogio ao atendimento,Baixa,Cancelado,2025-10-11T17:40:47,,,,
CH0003072,CLI1226,Agência,Reclamação de atendimento,Alta,Aberto,2025-10-31T05:44:00,,,,
CH0003073,CLI0549,E-mail,Solicitação de cancelamento,Baixa,Resolvido,2025-09-18T06:10:58,2025-09-21T05:10:58,71,1,
CH0003074,CLI0177,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-04T15:47:41,2026-02-05T10:47:41,19,4,
CH0003075,CLI0327,App,Contestação de transação,Baixa,Resolvido,2025-11-05T06:58:58,2025-11-07T18:58:58,60,1,TX0018207
CH0003076,CLI0295,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-11-05T10:37:40,2025-11-07T04:37:40,42,5,
CH0003077,CLI0672,E-mail,Alteração cadastral,Baixa,Em Andamento,2025-11-23T23:04:27,,,,
CH0003078,CLI0071,App,Elogio ao atendimento,Alta,Resolvido,2026-01-14T12:47:01,2026-01-18T07:47:01,91,4,
CH0003079,CLI0323,App,Dúvida sobre produto,Baixa,Resolvido,2025-12-06T19:54:57,2025-12-08T06:54:57,35,3,
CH0003080,CLI1052,Chat,Alteração cadastral,Baixa,Resolvido,2025-12-07T02:56:13,2025-12-09T22:56:13,68,1,
CH0003081,CLI0861,Telefone,Dúvida sobre produto,Média,Resolvido,2025-10-16T05:32:00,2025-10-19T00:32:00,67,3,
CH0003082,CLI1257,App,Alteração cadastral,Média,Resolvido,2025-10-30T03:04:52,2025-10-30T05:04:52,2,3,
CH0003083,CLI0250,App,Problema no aplicativo,Baixa,Resolvido,2025-12-16T04:30:06,2025-12-17T02:30:06,22,1,
CH0003084,CLI0213,App,Dúvida sobre produto,Média,Resolvido,2025-10-03T18:25:20,2025-10-05T15:25:20,45,1,
CH0003085,CLI0295,App,Elogio ao atendimento,Baixa,Resolvido,2026-02-06T22:52:06,2026-02-08T06:52:06,32,2,
CH0003086,CLI0650,Telefone,Solicitação de cancelamento,Alta,Em Andamento,2026-01-30T20:39:12,,,,
CH0003087,CLI1060,Telefone,Alteração cadastral,Baixa,Resolvido,2025-11-27T19:52:20,2025-11-28T13:52:20,18,1,
CH0003088,CLI1149,App,Elogio ao atendimento,Média,Resolvido,2026-01-31T10:48:13,2026-02-03T08:48:13,70,4,
CH0003089,CLI1176,Agência,Problema no aplicativo,Média,Resolvido,2025-09-17T11:25:38,2025-09-19T21:25:38,58,5,
CH0003090,CLI0267,E-mail,Contestação de transação,Alta,Resolvido,2026-02-09T08:10:09,2026-02-12T06:10:09,70,2,TX0013175
CH0003091,CLI0402,Chat,Solicitação de cancelamento,Média,Cancelado,2025-12-08T03:43:45,,,,
CH0003092,CLI1262,Agência,Alteração cadastral,Média,Resolvido,2025-12-22T18:55:43,2025-12-25T00:55:43,54,5,
CH0003093,CLI1268,App,Problema no aplicativo,Baixa,Resolvido,2025-11-14T11:15:41,2025-11-18T06:15:41,91,4,
CH0003094,CLI1157,Agência,Problema no aplicativo,Alta,Resolvido,2025-12-12T14:35:08,2025-12-13T00:35:08,10,5,
CH0003095,CLI0747,App,Dúvida sobre fatura,Baixa,Aberto,2025-10-24T11:43:58,,,,
CH0003096,CLI1168,E-mail,Dúvida sobre fatura,Alta,Resolvido,2026-01-27T21:30:42,2026-01-28T10:30:42,13,5,
CH0003097,CLI0519,App,Reclamação de atendimento,Baixa,Resolvido,2025-10-31T11:39:26,2025-11-04T02:39:26,87,2,
CH0003098,CLI0305,E-mail,Alteração cadastral,Média,Resolvido,2025-11-28T19:31:07,2025-11-29T07:31:07,12,1,
CH0003099,CLI0790,App,Contestação de transação,Média,Cancelado,2025-12-17T16:15:21,,,,TX0013584
CH0003100,CLI0025,Agência,Contestação de transação,Alta,Em Andamento,2025-10-11T23:12:11,,,,TX0023608
CH0003101,CLI0267,App,Dúvida sobre fatura,Baixa,Resolvido,2025-10-25T20:50:43,2025-10-27T10:50:43,38,3,
CH0003102,CLI0603,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-03T07:57:32,2026-02-03T14:57:32,7,1,
CH0003103,CLI0194,App,Alteração cadastral,Baixa,Resolvido,2026-02-27T23:59:40,2026-03-02T04:59:40,53,1,
CH0003104,CLI0786,App,Problema no aplicativo,Baixa,Em Andamento,2025-11-29T00:23:26,,,,
CH0003105,CLI0606,App,Solicitação de cancelamento,Média,Aberto,2026-01-20T21:54:01,,,,
CH0003106,CLI0785,App,Elogio ao atendimento,Alta,Resolvido,2025-09-30T22:23:23,2025-10-03T09:23:23,59,3,
CH0003107,CLI1085,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-09-13T16:29:48,2025-09-14T02:29:48,10,3,
CH0003108,CLI0460,App,Dúvida sobre produto,Baixa,Em Andamento,2025-12-25T19:35:42,,,,
CH0003109,CLI0504,Chat,Dúvida sobre produto,Baixa,Resolvido,2026-01-11T14:59:54,2026-01-11T23:59:54,9,1,
CH0003110,CLI0901,App,Contestação de transação,Alta,Resolvido,2025-10-09T16:00:30,2025-10-12T04:00:30,60,2,TX0014303
CH0003111,CLI0808,Agência,Solicitação de cancelamento,Baixa,Aberto,2026-01-11T01:53:47,,,,
CH0003112,CLI0407,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-09-09T16:29:20,2025-09-13T16:29:20,96,2,
CH0003113,CLI0103,App,Contestação de transação,Baixa,Resolvido,2026-01-17T23:06:41,2026-01-21T11:06:41,84,2,TX0000835
CH0003114,CLI1089,Telefone,Problema no aplicativo,Média,Resolvido,2025-12-06T11:22:12,2025-12-09T12:22:12,73,4,
CH0003115,CLI0216,Telefone,Dúvida sobre produto,Baixa,Resolvido,2026-02-10T09:49:15,2026-02-14T07:49:15,94,2,
CH0003116,CLI0048,Telefone,Dúvida sobre produto,Baixa,Resolvido,2025-09-27T00:14:20,2025-09-28T11:14:20,35,4,
CH0003117,CLI1078,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2026-02-05T18:52:57,2026-02-07T04:52:57,34,2,
CH0003118,CLI1258,App,Alteração cadastral,Média,Em Andamento,2025-10-13T17:57:47,,,,
CH0003119,CLI0832,App,Alteração cadastral,Baixa,Resolvido,2026-02-11T06:03:55,2026-02-13T13:03:55,55,4,
CH0003120,CLI0627,Agência,Problema no aplicativo,Baixa,Cancelado,2025-11-03T12:47:57,,,,
CH0003121,CLI0392,Chat,Alteração cadastral,Baixa,Em Andamento,2025-09-25T13:37:13,,,,
CH0003122,CLI0190,Chat,Problema no aplicativo,Baixa,Resolvido,2025-10-14T19:31:40,2025-10-17T11:31:40,64,3,
CH0003123,CLI0242,Chat,Dúvida sobre fatura,Baixa,Resolvido,2026-01-30T15:04:45,2026-02-01T15:04:45,48,3,
CH0003124,CLI1074,Chat,Solicitação de cancelamento,Média,Resolvido,2026-02-23T00:21:22,2026-02-24T15:21:22,39,5,
CH0003125,CLI1128,Chat,Dúvida sobre fatura,Baixa,Cancelado,2025-11-08T20:30:16,,,,
CH0003126,CLI0867,App,Solicitação de cancelamento,Baixa,Resolvido,2026-03-01T22:11:10,2026-03-05T20:11:10,94,4,
CH0003127,CLI0074,Chat,Reclamação de atendimento,Média,Cancelado,2026-01-12T00:40:30,,,,
CH0003128,CLI0690,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-09-16T02:59:44,2025-09-16T04:59:44,2,2,
CH0003129,CLI0271,App,Dúvida sobre produto,Média,Aberto,2025-10-21T17:14:02,,,,
CH0003130,CLI0673,Chat,Contestação de transação,Baixa,Resolvido,2025-12-13T03:38:38,2025-12-17T01:38:38,94,5,TX0020972
CH0003131,CLI1023,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-01-12T12:52:07,2026-01-13T10:52:07,22,2,
CH0003132,CLI0629,Chat,Contestação de transação,Alta,Resolvido,2025-09-03T05:28:59,2025-09-05T00:28:59,43,4,TX0001402
CH0003133,CLI1036,Agência,Dúvida sobre fatura,Baixa,Resolvido,2026-02-08T05:12:27,2026-02-11T08:12:27,75,5,
CH0003134,CLI1127,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-11-10T04:52:38,2025-11-10T12:52:38,8,5,
CH0003135,CLI0212,App,Alteração cadastral,Baixa,Resolvido,2025-10-06T20:06:41,2025-10-10T00:06:41,76,3,
CH0003136,CLI1146,Agência,Reclamação de atendimento,Baixa,Resolvido,2026-02-17T16:24:50,2026-02-18T18:24:50,26,1,
CH0003137,CLI0941,Chat,Problema no aplicativo,Média,Resolvido,2025-09-25T10:02:43,2025-09-28T00:02:43,62,5,
CH0003138,CLI0016,Chat,Alteração cadastral,Baixa,Aberto,2025-12-13T18:11:40,,,,
CH0003139,CLI0462,Telefone,Elogio ao atendimento,Baixa,Resolvido,2025-11-09T19:26:42,2025-11-11T10:26:42,39,2,
CH0003140,CLI1194,App,Reclamação de atendimento,Média,Resolvido,2025-11-03T20:29:47,2025-11-05T05:29:47,33,3,
CH0003141,CLI0490,Chat,Reclamação de atendimento,Média,Resolvido,2025-12-19T21:18:10,2025-12-22T03:18:10,54,5,
CH0003142,CLI1285,E-mail,Alteração cadastral,Alta,Em Andamento,2026-02-03T22:10:10,,,,
CH0003143,CLI1042,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-11T07:34:40,2026-02-12T08:34:40,25,4,
CH0003144,CLI1038,E-mail,Dúvida sobre fatura,Média,Resolvido,2025-11-08T12:12:35,2025-11-09T02:12:35,14,4,
CH0003145,CLI0472,Chat,Contestação de transação,Baixa,Resolvido,2026-01-06T10:54:09,2026-01-08T20:54:09,58,3,TX0022669
CH0003146,CLI0838,App,Contestação de transação,Baixa,Resolvido,2026-01-23T23:34:38,2026-01-27T08:34:38,81,1,TX0009361
CH0003147,CLI0855,Telefone,Alteração cadastral,Baixa,Resolvido,2025-12-03T19:21:45,2025-12-06T21:21:45,74,5,
CH0003148,CLI0265,Agência,Alteração cadastral,Baixa,Resolvido,2025-09-18T00:03:55,2025-09-19T16:03:55,40,3,
CH0003149,CLI0082,App,Dúvida sobre produto,Baixa,Resolvido,2025-12-27T15:30:02,2025-12-29T23:30:02,56,2,
CH0003150,CLI0114,Chat,Alteração cadastral,Baixa,Em Andamento,2025-12-17T21:03:53,,,,
CH0003151,CLI0872,App,Reclamação de atendimento,Baixa,Resolvido,2025-10-11T11:19:20,2025-10-13T18:19:20,55,2,
CH0003152,CLI0228,App,Dúvida sobre produto,Baixa,Em Andamento,2025-09-15T11:55:32,,,,
CH0003153,CLI0904,E-mail,Elogio ao atendimento,Baixa,Resolvido,2026-01-03T11:00:23,2026-01-06T20:00:23,81,5,
CH0003154,CLI0105,Telefone,Problema no aplicativo,Média,Resolvido,2025-10-18T11:48:23,2025-10-20T17:48:23,54,2,
CH0003155,CLI0428,App,Problema no aplicativo,Baixa,Aberto,2025-11-04T14:18:28,,,,
CH0003156,CLI0723,Chat,Contestação de transação,Baixa,Resolvido,2026-02-22T18:24:20,2026-02-24T14:24:20,44,3,TX0004320
CH0003157,CLI0513,Agência,Contestação de transação,Baixa,Resolvido,2025-10-09T09:52:21,2025-10-10T19:52:21,34,1,TX0021738
CH0003158,CLI1118,App,Solicitação de cancelamento,Baixa,Cancelado,2025-10-13T04:15:54,,,,
CH0003159,CLI0558,Telefone,Alteração cadastral,Baixa,Resolvido,2025-09-04T08:59:46,2025-09-05T21:59:46,37,2,
CH0003160,CLI0690,E-mail,Elogio ao atendimento,Baixa,Resolvido,2026-02-24T14:17:36,2026-02-24T18:17:36,4,5,
CH0003161,CLI0885,Chat,Problema no aplicativo,Baixa,Resolvido,2025-11-17T07:46:53,2025-11-18T22:46:53,39,5,
CH0003162,CLI0900,App,Dúvida sobre produto,Média,Resolvido,2025-10-05T23:12:11,2025-10-07T12:12:11,37,1,
CH0003163,CLI0697,Telefone,Alteração cadastral,Média,Aberto,2025-11-29T09:13:53,,,,
CH0003164,CLI0623,Chat,Dúvida sobre fatura,Baixa,Resolvido,2026-01-16T06:52:38,2026-01-18T09:52:38,51,1,
CH0003165,CLI0025,Telefone,Dúvida sobre produto,Baixa,Aberto,2025-09-08T10:12:56,,,,
CH0003166,CLI0124,Chat,Elogio ao atendimento,Baixa,Em Andamento,2025-09-28T16:52:25,,,,
CH0003167,CLI0293,Chat,Dúvida sobre produto,Baixa,Resolvido,2025-10-30T19:22:52,2025-11-03T01:22:52,78,3,
CH0003168,CLI0444,App,Dúvida sobre fatura,Média,Resolvido,2026-02-26T22:24:25,2026-02-27T22:24:25,24,1,
CH0003169,CLI0950,App,Problema no aplicativo,Baixa,Aberto,2026-01-22T23:30:10,,,,
CH0003170,CLI0268,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-09-05T06:14:47,2025-09-09T03:14:47,93,5,
CH0003171,CLI1136,Telefone,Dúvida sobre produto,Baixa,Resolvido,2026-01-06T05:08:35,2026-01-07T07:08:35,26,4,
CH0003172,CLI0239,Agência,Alteração cadastral,Baixa,Resolvido,2025-11-14T22:20:31,2025-11-16T05:20:31,31,2,
CH0003173,CLI0293,App,Problema no aplicativo,Média,Resolvido,2026-01-31T15:04:32,2026-02-02T17:04:32,50,2,
CH0003174,CLI0928,Chat,Problema no aplicativo,Média,Resolvido,2025-12-04T05:35:44,2025-12-05T05:35:44,24,5,
CH0003175,CLI1158,Agência,Dúvida sobre produto,Baixa,Aberto,2025-10-02T00:29:13,,,,
CH0003176,CLI1247,Telefone,Dúvida sobre produto,Média,Cancelado,2026-02-09T01:27:56,,,,
CH0003177,CLI1072,App,Reclamação de atendimento,Baixa,Aberto,2025-10-01T15:51:17,,,,
CH0003178,CLI0350,App,Solicitação de cancelamento,Alta,Resolvido,2026-01-13T10:49:56,2026-01-16T15:49:56,77,1,
