cliente_id,device_id,modelo,sistemaOperacional,primeiroAcesso,ultimoAcesso
CLI1082,DEV1082,iPhone 15,iOS 18,2024-12-18,2025-03-26
CLI1083,DEV1083,Pixel 8,Android 14,2024-12-14,2025-06-17
CLI1084,DEV1084,Moto G84,Android 14,2023-11-26,2025-10-17
CLI1085,DEV1085,Galaxy A54,Android 13,2022-01-05,2025-08-05
CLI1086,DEV1086,Pixel 8,Android 14,2024-08-25,2025-07-27
CLI1087,DEV1087,Pixel 8,Android 14,2022-02-04,2025-05-03
CLI1088,DEV1088,iPhone 15,iOS 18,2023-06-26,2025-05-24
CLI1089,DEV1089,Galaxy S23,Android 14,2024-12-04,2025-12-15
CLI1090,DEV1090,Redmi Note 12,Android 13,2023-08-28,2026-02-19
CLI1091,DEV1091,iPhone 15,iOS 18,2024-04-15,2025-11-02
CLI1092,DEV1092,Galaxy S23,Android 14,2023-05-25,2025-01-05
CLI1093,DEV1093,iPhone 15,iOS 18,2024-02-11,2025-11-29
CLI1094,DEV1094,Galaxy S23,Android 14,2022-09-30,2026-01-27
CLI1095,DEV1095,Galaxy S23,Android 14,2024-10-23,2026-01-21
CLI1096,DEV1096,Redmi Note 12,Android 13,2022-02-03,2025-05-05
CLI1097,DEV1097,iPhone 14,iOS 17,2023-12-23,2026-01-03
CLI1098,DEV1098,Galaxy S23,Android 14,2024-03-30,2025-07-30
CLI1099,DEV1099,Galaxy A54,Android 13,2024-04-05,2026-02-18
CLI1100,DEV1100,Moto G84,Android 14,2022-05-31,2025-03-08
CLI1101,DEV1101,Redmi Note 12,Android 13,2022-04-14,2025-05-12
CLI1102,DEV1102,Galaxy A54,Android 13,2022-09-21,2025-01-06
CLI1103,DEV1103,iPhone 15,iOS 18,2023-01-23,2025-06-26
CLI1104,DEV1104,iPhone 15,iOS 18,2023-10-19,2026-01-20
CLI1105,DEV1105,Redmi Note 12,Android 13,2024-10-11,2025-08-19
CLI1106,DEV1106,iPhone 14,iOS 17,2023-05-21,2025-05-11
CLI1107,DEV1107,iPhone 14,iOS 17,2023-11-02,2025-04-13
CLI1108,DEV1108,Galaxy A54,Android 13,2022-01-21,2025-01-16
CLI1109,DEV1109,Redmi Note 12,Android 13,2024-08-13,2025-07-24
CLI1110,DEV1110,Pixel 8,Android 14,2022-03-11,2025-05-26
CLI1111,DEV1111,iPhone 15,iOS 18,2024-11-23,2026-02-20
CLI1112,DEV1112,iPhone 15,iOS 18,2022-03-09,2025-10-30
CLI1113,DEV1113,iPhone 15,iOS 18,2022-10-05,2025-06-01
CLI1114,DEV1114,iPhone 15,iOS 18,2023-04-24,2025-06-22
CLI1115,DEV1115,Moto G84,Android 14,2022-07-29,2025-11-15
CLI1116,DEV1116,Pixel 8,Android 14,2022-03-11,2025-11-29
CLI1117,DEV1117,Galaxy A54,Android 13,2024-01-17,2025-05-06
CLI1118,DEV1118,iPhone 14,iOS 17,2024-12-13,2025-08-09
CLI1119,DEV1119,Galaxy S23,Android 14,2023-05-23,2026-02-12
CLI1120,DEV1120,iPhone 15,iOS 18,2022-05-29,2025-12-03
CLI1121,DEV1121,iPhone 14,iOS 17,2022-04-17,2025-09-12
CLI1122,DEV1122,Galaxy S23,Android 14,2022-05-08,2025-04-26
CLI1123,DEV1123,Redmi Note 12,Android 13,2023-11-15,2025-11-15
CLI1124,DEV1124,iPhone 15,iOS 18,2023-03-07,2025-08-24
CLI1125,DEV1125,Galaxy S23,Android 14,2024-07-07,2025-05-27
CLI1126,DEV1126,iPhone 14,iOS 17,2024-06-28,2026-01-19
CLI1127,DEV1127,iPhone 14,iOS 17,2024-08-21,2025-07-31
CLI1128,DEV1128,Redmi Note 12,Android 13,2024-01-02,2025-02-15
CLI1129,DEV1129,iPhone 14,iOS 17,2023-07-03,2025-06-30
CLI1130,DEV1130,Pixel 8,Android 14,2023-12-27,2025-09-18
CLI1131,DEV1131,Galaxy S23,Android 14,2024-07-14,2025-05-14
CLI1132,DEV1132,Moto G84,Android 14,2022-08-28,2025-07-23
CLI1133,DEV1133,Galaxy S23,Android 14,2022-01-24,2025-10-28
CLI1134,DEV1134,iPhone 14,iOS 17,2023-07-20,2025-01-10
CLI1135,DEV1135,Pixel 8,Android 14,2022-02-19,2025-12-15
CLI1136,DEV1136,iPhone 15,iOS 18,2024-11-18,2025-07-10
CLI1137,DEV1137,Moto G84,Android 14,2022-01-26,2025-03-19
CLI1138,DEV1138,Galaxy S23,Android 14,2024-06-14,2025-12-30
CLI1139,DEV1139,iPhone 15,iOS 18,2023-02-14,2025-01-29
CLI1140,DEV1140,Moto G84,Android 14,2024-11-04,2025-01-28
CLI1141,DEV1141,Moto G84,Android 14,2022-12-11,2025-01-22
CLI1142,DEV1142,Pixel 8,Android 14,2023-04-01,2025-02-10
CLI1143,DEV1143,iPhone 14,iOS 17,2023-11-18,2025-10-03
CLI1144,DEV1144,Pixel 8,Android 14,2024-03-28,2025-05-04
CLI1145,DEV1145,Galaxy S23,Android 14,2024-07-20,2026-02-13
CLI1146,DEV1146,Redmi Note 12,Android 13,2022-01-15,2025-09-01
CLI1147,DEV1147,Galaxy A54,Android 13,2022-04-27,2025-09-30
CLI1148,DEV1148,Galaxy S23,Android 14,2024-03-10,2026-01-17
CLI1149,DEV1149,Galaxy A54,Android 13,2024-09-22,2026-02-16
CLI1150,DEV1150,Galaxy S23,Android 14,2024-02-09,2025-01-02
CLI1151,DEV1151,Redmi Note 12,Android 13,2024-12-30,2025-06-04
CLI1152,DEV1152,iPhone 15,iOS 18,2024-03-06,2025-09-22
CLI1153,DEV1153,iPhone 14,iOS 17,2024-03-22,2025-07-22
CLI1154,DEV1154,Redmi Note 12,Android 13,2024-12-23,2025-11-25
CLI1155,DEV1155,Moto G84,Android 14,2022-09-05,2025-01-06
CLI1156,DEV1156,Pixel 8,Android 14,2023-05-01,2025-11-24
CLI1157,DEV1157,Galaxy S23,Android 14,2022-11-20,2025-12-19
CLI1158,DEV1158,iPhone 15,iOS 18,2022-08-18,2025-10-22
CLI1159,DEV1159,Moto G84,Android 14,2024-12-28,2025-08-09
CLI1160,DEV1160,Redmi Note 12,Android 13,2023-10-21,2025-05-12
CLI1161,DEV1161,Galaxy S23,Android 14,2023-07-31,2025-12-22
CLI1162,DEV1162,iPhone 14,iOS 17,2022-02-03,2025-11-19
CLI1163,DEV1163,Moto G84,Android 14,2023-03-09,2025-05-26
CLI1164,DEV1164,Pixel 8,Android 14,2022-12-10,2025-11-02
CLI1165,DEV1165,Galaxy S23,Android 14,2024-04-14,2025-07-14
CLI1166,DEV1166,Galaxy S23,Android 14,2024-05-16,2025-01-16
CLI1167,DEV1167,Galaxy A54,Android 13,2022-02-02,2025-03-09
CLI1168,DEV1168,iPhone 14,iOS 17,2022-05-26,2025-07-11
CLI1169,DEV1169,Redmi Note 12,Android 13,2022-07-04,2025-08-05
CLI1170,DEV1170,Galaxy S23,Android 14,2024-12-14,2025-08-14
CLI1171,DEV1171,Galaxy S23,Android 14,2022-06-03,2025-04-18
CLI1172,DEV1172,iPhone 14,iOS 17,2024-02-08,2025-05-16
CLI1173,DEV1173,Galaxy S23,Android 14,2024-07-31,2025-03-05
CLI1174,DEV1174,Galaxy A54,Android 13,2023-09-08,2026-01-03
CLI1175,DEV1175,iPhone 14,iOS 17,2023-04-27,2025-04-10
CLI1176,DEV1176,Galaxy A54,Android 13,2024-03-21,2025-10-08
CLI1177,DEV1177,Redmi Note 12,Android 13,2024-09-06,2025-08-31
CLI1178,DEV1178,Moto G84,Android 14,2023-01-16,2025-03-25
CLI1179,DEV1179,iPhone 15,iOS 18,2023-01-24,2026-02-23
CLI1180,DEV1180,iPhone 15,iOS 18,2024-04-09,2025-05-29
CLI1181,DEV1181,Pixel 8,Android 14,2022-12-02,2026-02-22
CLI1182,DEV1182,iPhone 15,iOS 18,2024-06-18,2025-08-31
CLI1183,DEV1183,Redmi Note 12,Android 13,2022-10-16,2025-01-24
CLI1184,DEV1184,Redmi Note 12,Android 13,2022-01-01,2025-02-03
CLI1185,DEV1185,Galaxy S23,Android 14,2023-08-24,2025-03-12
CLI1186,DEV1186,iPhone 15,iOS 18,2022-01-19,2026-02-14
CLI1187,DEV1187,Redmi Note 12,Android 13,2023-12-02,2025-03-06
CLI1188,DEV1188,iPhone 15,iOS 18,2023-03-29,2025-03-05
CLI1189,DEV1189,Redmi Note 12,Android 13,2022-11-13,2025-04-05
CLI1190,DEV1190,Galaxy A54,Android 13,2024-08-14,2025-04-22
CLI1191,DEV1191,Galaxy A54,Android 13,2024-04-02,2025-06-02
CLI1192,DEV1192,Galaxy S23,Android 14,2022-04-18,2025-05-02
CLI1193,DEV1193,Moto G84,Android 14,2024-10-28,2026-02-12
CLI1194,DEV1194,Pixel 8,Android 14,2023-09-02,2026-01-08
CLI1195,DEV1195,Galaxy A54,Android 13,2024-01-22,2025-09-17
CLI1196,DEV1196,Moto G84,Android 14,2022-01-05,2025-08-09
CLI1197,DEV1197,Pixel 8,Android 14,2024-11-07,2025-12-06
CLI1198,DEV1198,Galaxy S23,Android 14,2024-07-06,2025-05-17
CLI1199,DEV1199,iPhone 15,iOS 18,2024-09-19,2026-01-19
CLI1200,DEV1200,Moto G84,Android 14,2024-11-02,2025-08-07
CLI1201,DEV1201,Pixel 8,Android 14,2023-08-01,2025-11-02
CLI1202,DEV1202,iPhone 15,iOS 18,2022-09-19,2025-03-09
CLI1203,DEV1203,iPhone 15,iOS 18,2022-07-26,2025-03-22
CLI1204,DEV1204,Moto G84,Android 14,2023-08-14,2025-10-15
CLI1205,DEV1205,iPhone 15,iOS 18,2024-07-11,2025-08-12
CLI1206,DEV1206,Galaxy S23,Android 14,2022-12-20,2026-02-28
CLI1207,DEV1207,Redmi Note 12,Android 13,2024-10-03,2025-02-02
CLI1208,DEV1208,iPhone 15,iOS 18,2024-07-11,2025-09-27
CLI1209,DEV1209,Pixel 8,Android 14,2023-08-18,2025-02-04
CLI1210,DEV1210,Redmi Note 12,Android 13,2023-06-08,2025-10-22
CLI1211,DEV1211,Pixel 8,Android 14,2023-07-10,2025-07-20
CLI1212,DEV1212,Moto G84,Android 14,2023-07-06,2025-10-18
CLI1213,DEV1213,iPhone 15,iOS 18,2023-02-17,2025-07-22
CLI1214,DEV1214,iPhone 14,iOS 17,2024-02-26,2025-07-25
CLI1215,DEV1215,Galaxy S23,Android 14,2024-07-09,2025-12-17
CLI1216,DEV1216,Galaxy A54,Android 13,2023-10-23,2025-06-17
CLI1217,DEV1217,Galaxy S23,Android 14,2024-08-21,2025-08-09
CLI1218,DEV1218,Galaxy A54,Android 13,2023-11-23,2025-09-24
CLI1219,DEV1219,Galaxy S23,Android 14,2022-05-27,2025-08-01
CLI1220,DEV1220,iPhone 15,iOS 18,2023-06-10,2025-06-04
CLI1221,DEV1221,iPhone 15,iOS 18,2023-02-18,2025-04-14
CLI1222,DEV1222,Pixel 8,Android 14,2023-04-23,2025-06-12
CLI1223,DEV1223,iPhone 15,iOS 18,2024-04-16,2025-04-10
CLI1224,DEV1224,iPhone 15,iOS 18,2024-11-15,2025-11-26
CLI1225,DEV1225,Moto G84,Android 14,2024-12-31,2025-04-25
CLI1226,DEV1226,Redmi Note 12,Android 13,2022-01-25,2025-10-26
CLI1227,DEV1227,iPhone 15,iOS 18,2023-07-13,2025-06-22
CLI1228,DEV1228,Galaxy A54,Android 13,2023-07-08,2025-09-27
CLI1229,DEV1229,Galaxy S23,Android 14,2024-02-13,2026-01-20
CLI1230,DEV1230,Redmi Note 12,Android 13,2023-04-02,2025-10-21
CLI1231,DEV1231,iPhone 15,iOS 18,2024-06-04,2025-01-01
CLI1232,DEV1232,Redmi Note 12,Android 13,2022-04-01,2026-02-15
CLI1233,DEV1233,Galaxy S23,Android 14,2024-12-02,2025-05-24
CLI1234,DEV1234,iPhone 15,iOS 18,2022-03-25,2025-04-27
CLI1235,DEV1235,Moto G84,Android 14,2024-06-13,2025-08-24
CLI1236,DEV1236,Moto G84,Android 14,2024-05-21,2026-01-13
CLI1237,DEV1237,Moto G84,Android 14,2024-12-05,2026-01-22
CLI1238,DEV1238,Redmi Note 12,Android 13,2024-11-19,2026-02-17
CLI1239,DEV1239,Redmi Note 12,Android 13,2023-03-27,2025-03-28
CLI1240,DEV1240,iPhone 15,iOS 18,2024-07-29,2025-08-04
CLI1241,DEV1241,iPhone 15,iOS 18,2022-01-06,2025-07-16
CLI1242,DEV1242,iPhone 14,iOS 17,2024-12-20,2026-02-13
CLI1243,DEV1243,Pixel 8,Android 14,2022-10-28,2025-07-15
CLI1244,DEV1244,Moto G84,Android 14,2022-02-17,2025-08-04
CLI1245,DEV1245,Redmi Note 12,Android 13,2024-08-28,2025-03-02
CLI1246,DEV1246,iPhone 15,iOS 18,2024-08-23,2025-12-14
CLI1247,DEV1247,Pixel 8,Android 14,2024-07-06,2025-01-29
CLI1248,DEV1248,iPhone 14,iOS 17,2024-06-30,2025-08-04
CLI1249,DEV1249,Pixel 8,Android 14,2022-03-23,2025-08-20
CLI1250,DEV1250,Galaxy S23,Android 14,2024-10-08,2025-11-05
CLI1251,DEV1251,Moto G84,Android 14,2024-03-10,2025-03-27
CLI1252,DEV1252,Moto G84,Android 14,2024-11-14,2025-08-15
CLI1253,DEV1253,Redmi Note 12,Android 13,2024-09-07,2025-07-24
CLI1254,DEV1254,iPhone 14,iOS 17,2022-02-27,2025-11-20
CLI1255,DEV1255,iPhone 15,iOS 18,2024-12-07,2025-11-26
CLI1256,DEV1256,Redmi Note 12,Android 13,2024-09-27,2025-01-04
CLI1257,DEV1257,Galaxy A54,Android 13,2022-09-28,2025-04-23
CLI1258,DEV1258,Moto G84,Android 14,2023-04-19,2025-04-25
CLI1259,DEV1259,iPhone 14,iOS 17,2023-05-12,2026-01-01
CLI1260,DEV1260,Moto G84,Android 14,2024-04-27,2025-09-23
CLI1261,DEV1261,iPhone 14,iOS 17,2024-09-24,2025-08-15
CLI1262,DEV1262,Galaxy S23,Android 14,2023-11-06,2025-06-24
CLI1263,DEV1263,iPhone 15,iOS 18,2022-07-11,2025-09-26
CLI1264,DEV1264,Redmi Note 12,Android 13,2023-07-28,2025-05-15
CLI1265,DEV1265,iPhone 14,iOS 17,2022-06-06,2025-06-09
CLI1266,DEV1266,iPhone 15,iOS 18,2023-10-23,2025-01-26
CLI1267,DEV1267,Redmi Note 12,Android 13,2024-03-16,2026-02-24
CLI1268,DEV1268,Moto G84,Android 14,2024-07-03,2025-10-03
CLI1269,DEV1269,Galaxy S23,Android 14,2024-05-23,2025-09-20
CLI1270,DEV1270,Pixel 8,Android 14,2023-04-20,2026-02-24
CLI1271,DEV1271,Galaxy A54,Android 13,2023-03-23,2025-03-10
CLI1272,DEV1272,Redmi Note 12,Android 13,2023-03-03,2025-03-02
CLI1273,DEV1273,Moto G84,Android 14,2022-10-29,2025-12-06
CLI1274,DEV1274,Pixel 8,Android 14,2023-03-03,2025-12-30
CLI1275,DEV1275,Galaxy S23,Android 14,2023-09-16,2025-11-25
CLI1276,DEV1276,iPhone 14,iOS 17,2024-02-09,2026-01-13
CLI1277,DEV1277,iPhone 15,iOS 18,2024-06-05,2026-02-13
CLI1278,DEV1278,Pixel 8,Android 14,2024-02-27,2025-08-30
CLI1279,DEV1279,Moto G84,Android 14,2023-08-04,2025-11-29
CLI1280,DEV1280,iPhone 14,iOS 17,2024-06-24,2025-01-02
CLI1281,DEV1281,Redmi Note 12,Android 13,2022-07-12,2025-07-27
CLI1282,DEV1282,Pixel 8,Android 14,2023-09-07,2025-05-21
CLI1283,DEV1283,iPhone 15,iOS 18,2024-09-24,2026-02-20
CLI1284,DEV1284,Galaxy A54,Android 13,2023-08-15,2025-12-07
CLI1285,DEV1285,Pixel 8,Android 14,2023-12-14,2026-01-19
CLI1286,DEV1286,Moto G84,Android 14,2023-01-22,2025-08-01
CLI1287,DEV1287,Galaxy A54,Android 13,2024-06-10,2025-02-09
CLI1288,DEV1288,iPhone 15,iOS 18,2022-03-07,2025-03-10
CLI1289,DEV1289,iPhone 14,iOS 17,2023-03-04,2026-01-07
CLI1290,DEV1290,Galaxy S23,Android 14,2022-02-03,2025-02-18
CLI1291,DEV1291,Redmi Note 12,Android 13,2023-09-16,2025-05-22
CLI1292,DEV1292,iPhone 15,iOS 18,2023-05-18,2026-02-02
CLI1293,DEV1293,Galaxy A54,Android 13,2023-09-22,2025-03-13
CLI1294,DEV1294,Galaxy A54,Android 13,2022-09-20,2025-07-14
CLI1295,DEV1295,Galaxy S23,Android 14,2022-11-20,2025-11-24
CLI1296,DEV1296,Galaxy S23,Android 14,2022-04-03,2025-01-14
CLI1297,DEV1297,Redmi Note 12,Android 13,2023-11-17,2025-06-25
CLI1298,DEV1298,Moto G84,Android 14,2024-03-28,2025-09-04
CLI1299,DEV1299,Galaxy S23,Android 14,2024-08-18,2026-01-22
CLI1300,DEV1300,Galaxy S23,Android 14,2024-02-14,2026-01-10
